district,region,district_history,year,infants,infants_vax,routine,noninfants,shearer_con,shearer_un,shearer_opt,polici,supplementary,total_pop
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1979,1175.27167323631,,,26822.614385276287,,,,,,27997.8860585126
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1980,1213.82927282661,,,27649.66693780659,,,,,0.26191485,28863.4962106332
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1981,1174.05022049188,,,28587.06213791802,,,,,,29761.1123584099
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1982,1206.47222612064,,,29396.93137767996,,,,,,30603.4036038006
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1983,1280.08104885408,,,30201.07997194301,,,,,,31481.1610207971
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1984,1330.25486176805,,,31103.614677279948,,,,,,32433.869539048
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1985,1337.50347696086,,,32094.99205037534,,,,,,33432.4955273362
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1986,1358.56366429566,,,32797.82645246374,,,,,,34156.3901167594
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1987,1378.28628784453,,,33523.40651935727,,,,,,34901.6928072018
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1988,1394.7759662585,,,34298.281070107696,,,,,,35693.0570363662
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1989,1404.95907332366,,,35134.01620075454,,,,,,36538.9752740782
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1990,1420.8289305347,,,36028.6553748266,,,,,0.280161021,37449.4843053613
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1991,1444.24581377522,,,36966.33079626918,,,,,,38410.5766100444
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1992,1462.644814851,,,37947.3665901317,,,,,,39410.0114049827
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1993,1474.94486890631,,,38921.49218155239,,,,,,40396.4370504587
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1994,1486.42160601049,,,39932.25858691871,,,,,,41418.6801929292
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1995,1485.66680256429,,,40956.36105941692,,,,,,42442.0278619812
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1996,1491.6473332879,,,41967.6040148918,,,,,,43459.2513481797
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1997,1491.7816301925,,,43001.7185841698,,,,,,44493.5002143623
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1998,1517.63448936846,,,44020.07302305554,,,,,,45537.707512424
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1999,1550.73838631106,,,45110.24232926125,,,,,,46660.9807155723
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2000,1594.19644012405,944.0309087,0.592167242,46213.62408236315,0.223383709,0.28236197,0.310311068,0.081,,47807.8205224872
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2001,1638.85430470254,910.4008695,0.555510558,46994.24340528106,,,,,,48633.0977099836
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2002,1800.01675049539,922.3899083,0.512434069,51966.46956976181,,,,,,53766.4863202572
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2003,1902.52443800346,1134.257739,0.596185634,55489.25691636423,,,,,,57391.7813543677
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2004,2005.15274364799,1068.880295,0.533066769,59176.21263649021,,,,,,61181.3653801382
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2005,2118.00478651423,1426.593117,0.67355519,63357.813352949466,,,,,,65475.8181394637
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2006,2274.41877612231,1598.669605,0.702891491,67723.72342634438,,,,,,69998.1422024667
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2007,2422.6110017873,1585.161001,0.654319245,73203.438746991,,,,,,75626.0497487783
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2008,2571.48705647162,1665.433098,0.647653697,79173.55346646138,,,,,,81745.040522933
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2009,2700.48459187034,2227.831086,0.824974559,84172.96552246927,,,,,,86873.4501143396
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2010,2992.89853680215,2807.653644,0.938105188,93780.91573399224,,,,,,96773.8142707944
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2011,3133.08084685034,2979.21382,0.950889545,97797.22524904768,,,,,,100930.306095898
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2012,3292.52979232955,3423.863425,1.039888366,102615.38535706146,,,,,,105907.915149391
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2013,3454.72361495931,3343.119604,0.967695242,108097.40592676568,,,,,,111552.129541725
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2014,3679.18132359237,3802.64425,1.033557174,116080.35880624762,,,,,,119759.54012984
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2015,1813.79449717184,1470.960002,0.81098493,58404.09365655626,,,,,,60217.8881537281
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2016,1832.4870098266,1741.0,0.950074948,59777.945301961605,0.493422042,0.526081911,0.541967439,0.698,,61610.4323117882
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2017,1820.17781552357,2204.0,1.210870708,61197.30071361123,,,,,,63017.4785291348
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2018,1784.78225756828,2108.0,1.181096456,62578.91318212802,,,,,,64363.6954396963
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2019,1789.12792288286,2238.0,1.250888755,63882.45665968254,,,,,,65671.5845825654
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2020,1794.6953929119,2404.0,1.339503076,65186.28568869491,,,,,,66980.9810816068
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2021,1802.10861596399,2873.0,1.594243529,66510.590471924,,,,,,68312.699087888
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2022,1811.37048936424,2834.0,1.564561207,67792.81774185436,,,,,,69604.1882312186
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2023,1817.36531037846,2803.0,1.542342634,69111.76564432304,,,,,,70929.1309547015
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2024,1833.13151925718,2536.0,1.383425015,70431.39020210212,,,,,,72264.5217213593
Afigya Kwabre North,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2025,1840.28197303128,2740.0,1.488902266,71756.95376405593,,,,,,73597.2357370872
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1970,1765.15961638679,,,36895.80443464792,0.0,0.0,0.0,,,38660.9640510347
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1971,1747.19230486454,,,37919.48498151926,,,,,,39666.6772863838
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1972,1704.16976438589,,,39078.75340355401,,,,,,40782.9231679399
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1973,1768.91864370117,,,40155.113153343336,,,,,,41924.0317970445
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1974,1818.50605499371,,,41325.16586268719,,,,,,43143.6719176809
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1975,1852.68007221227,,,42562.84959449823,,,,,,44415.5296667105
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1976,1889.60795344409,,,43830.98387120261,,,,,,45720.5918246467
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1977,1914.80517306412,,,45148.64991998418,,,,,,47063.4550930483
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1978,2032.01338206554,,,46397.96897927146,,,,,,48429.982361337
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1979,2095.50967340661,,,47824.72783984169,,,,,,49920.2375132483
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1980,2164.25788266306,,,49299.36273806104,,,,,0.26191485,51463.6206207241
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1981,2093.33182287227,,,50970.73860320833,,,,,,53064.0704260806
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1982,2151.14026663338,,,52414.73565066742,,,,,,54565.8759173008
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1983,2282.38481510553,,,53848.53278583897,,,,,,56130.9176009445
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1984,2371.8447354858,,,55457.7523804973,,,,,,57829.5971159831
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1985,2384.76901810168,,,57225.37847293712,,,,,,59610.1474910388
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1986,2422.31933713753,,,58478.53237932167,,,,,,60900.8517164592
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1987,2457.48477962438,,,59772.24181147332,,,,,,62229.7265910977
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1988,2486.88588016541,,,61153.84332008689,,,,,,63640.7292002523
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1989,2505.04236248887,,,62643.95925715683,,,,,,65149.0016196457
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1990,2533.33832167738,,,64239.101117688624,,,,,0.280161021,66772.439439366
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1991,2575.09063007466,,,65910.97661753614,,,,,,68486.0672476108
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1992,2607.8960533766,,,67660.1636717397,,,,,,70268.0597251163
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1993,2629.82705268791,,,69397.0298333429,,,,,,72026.8568860308
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1994,2650.29007767917,,,71199.22657494144,,,,,,73849.5166526206
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1995,2648.94426295475,,,73025.20152741365,,,,,,75674.1457903684
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1996,2659.6075506599,,,74828.2479579693,,,,,,77487.8555086292
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1997,2659.8470020728,,,76672.0744813854,,,,,,79331.9214834582
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1998,2705.94265614337,,,78487.80068855704,,,,,,81193.7433447004
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),1999,2764.96691227952,,,80431.57282127108,,,,,,83196.5397335506
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2000,2842.45263258262,1683.207336,0.592167242,82398.90274994928,0.223383709,0.28236197,0.310311068,0.081,,85241.3553825319
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2001,2955.43101020847,1641.77313,0.555510558,84747.15773252453,,,,,,87702.588742733
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2002,2844.01151433884,1457.368394,0.512434069,82106.59027215546,,,,,,84950.6017864943
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2003,2830.96630908088,1687.781445,0.596185634,82568.30435829323,,,,,,85399.2706673741
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2004,2757.67189673269,1470.023249,0.533066769,81384.61224945702,,,,,,84142.2841461897
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2005,2761.74077585447,1860.184834,0.67355519,82614.47647330053,,,,,,85376.217249155
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2006,2800.92238965506,1968.744516,0.702891491,83401.04084923984,,,,,,86201.9632388949
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2007,2675.91101180466,1750.900072,0.654319245,80857.34263591023,,,,,,83533.2536477149
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2008,2641.71587639154,1710.917053,0.647653697,81335.82965401707,,,,,,83977.5455304086
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2009,2593.01197764474,2139.168914,0.824974559,80823.08947464626,,,,,,83416.101452291
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2010,2571.50945049383,2412.346356,0.938105188,80576.90834504507,,,,,,83148.4177955389
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2011,2563.6901715802,2437.78618,0.950889545,80024.0394150211,,,,,,82587.7295866013
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2012,2618.68164251732,2723.136575,1.039888366,81614.15167765328,,,,,,84232.8333201706
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2013,2654.6378304064,2568.880396,0.967695242,83062.9292309881,,,,,,85717.5670613945
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2014,2706.53217993222,2797.35575,1.033557174,85392.69987933787,,,,,,88099.2320592701
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2015,6156.76052106114,4993.039998,0.81098493,198247.38615852987,,,,,,204404.146679591
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2016,6219.39864698595,4220.0,0.678522192,202884.31521585607,0.493422042,0.526081911,0.541967439,0.698,,209103.713862842
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2017,6178.13817427191,5212.0,0.84361985,207718.9253031321,,,,,,213897.063477404
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2018,6058.20572088662,5748.0,0.948795776,212415.78811040532,,,,,,218473.993831292
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2019,6074.70076077749,6492.0,1.068694617,216902.7731933265,,,,,,222977.473954104
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2020,6094.60205656313,6667.0,1.093918838,221365.96125843687,,,,,,227460.563315
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2021,6122.15178894418,6849.0,1.118724304,225950.82606805483,,,,,,232072.977856999
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2022,6157.35801643899,6732.0,1.093326063,230446.86453200705,,,,,,236604.222548446
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2023,6180.61920579786,5303.0,0.858004647,235039.97993609216,,,,,,241220.59914189
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2024,6237.09246449601,6980.0,1.119111195,239637.521082784,,,,,,245874.61354728
Afigya Kwabre South,Ashanti,Afigya-Sekyere (pre-2008); Afigya Kwabre (pre-2018),2025,6263.77256169029,9349.0,1.492551,244239.33108327672,,,,,,250503.103644967
Afram Plains South,Eastern,Afram Plains (pre-2012),1970,1687.7787047776,,,35278.3694133599,,,,,,36966.1481181375
Afram Plains South,Eastern,Afram Plains (pre-2012),1971,1670.59904267349,,,36257.17394268691,,,,,,37927.7729853604
Afram Plains South,Eastern,Afram Plains (pre-2012),1972,1629.46252053055,,,37365.62245786215,,,,,,38995.0849783927
Afram Plains South,Eastern,Afram Plains (pre-2012),1973,1691.37294418405,,,38394.79684385495,,,,,,40086.169788039
Afram Plains South,Eastern,Afram Plains (pre-2012),1974,1738.78654691303,,,39513.55688570337,,,,,,41252.3434326164
Afram Plains South,Eastern,Afram Plains (pre-2012),1975,1771.46244657827,,,40696.98314721973,,,,,,42468.445593798
Afram Plains South,Eastern,Afram Plains (pre-2012),1976,1806.77148660899,,,41909.52506532771,,,,,,43716.2965519367
Afram Plains South,Eastern,Afram Plains (pre-2012),1977,1830.86411273724,,,43169.42738605616,,,,,,45000.2914987934
Afram Plains South,Eastern,Afram Plains (pre-2012),1978,1942.93415860803,,,44363.97890658896,,,,,,46306.913065197
Afram Plains South,Eastern,Afram Plains (pre-2012),1979,2003.64690512847,,,45728.19163804283,,,,,,47731.8385431713
Afram Plains South,Eastern,Afram Plains (pre-2012),1980,2069.38133644984,,,47138.18162162926,,,,,,49207.5629580791
Afram Plains South,Eastern,Afram Plains (pre-2012),1981,2001.56452701381,,,48736.287858984186,,,,,,50737.852385998
Afram Plains South,Eastern,Afram Plains (pre-2012),1982,2056.83876931494,,,50116.98309121016,,,,,,52173.8218605251
Afram Plains South,Eastern,Afram Plains (pre-2012),1983,2182.32983084447,,,51487.92555400423,,,,,,53670.2553848487
Afram Plains South,Eastern,Afram Plains (pre-2012),1984,2267.8680151238,,,53026.6003219748,,,,,,55294.4683370986
Afram Plains South,Eastern,Afram Plains (pre-2012),1985,2280.22572417804,,,54716.73737764576,,,,,,56996.9631018238
Afram Plains South,Eastern,Afram Plains (pre-2012),1986,2316.12991563924,,,55914.95563358686,,,,,,58231.0855492261
Afram Plains South,Eastern,Afram Plains (pre-2012),1987,2349.75377855927,,,57151.95154573283,,,,,,59501.7053242921
Afram Plains South,Eastern,Afram Plains (pre-2012),1988,2377.86599624741,,,58472.98652924309,,,,,,60850.8525254905
Afram Plains South,Eastern,Afram Plains (pre-2012),1989,2395.22653629984,,,59897.77889526406,,,,,,62293.0054315639
Afram Plains South,Eastern,Afram Plains (pre-2012),1990,2422.28205972462,,,61422.99306757548,,,,,,63845.2751273001
Afram Plains South,Eastern,Afram Plains (pre-2012),1991,2462.20403410815,,,63021.57703668865,,,,,,65483.7810707968
Afram Plains South,Eastern,Afram Plains (pre-2012),1992,2493.57133615621,,,64694.08338305559,,,,,,67187.6547192118
Afram Plains South,Eastern,Afram Plains (pre-2012),1993,2514.5409262536,,,66354.8089590255,,,,,,68869.3498852791
Afram Plains South,Eastern,Afram Plains (pre-2012),1994,2534.10689495975,,,68078.00115878574,,,,,,70612.1080537455
Afram Plains South,Eastern,Afram Plains (pre-2012),1995,2532.82007794254,,,69823.92918230826,,,,,,72356.7492602508
Afram Plains South,Eastern,Afram Plains (pre-2012),1996,2543.01590938158,,,71547.93382243603,,,,,,74090.9497318176
Afram Plains South,Eastern,Afram Plains (pre-2012),1997,2543.24486374456,,,73310.93084130954,,,,,,75854.1757050541
Afram Plains South,Eastern,Afram Plains (pre-2012),1998,2587.31978059675,,,75047.05940312415,,,,,,77634.3791837209
Afram Plains South,Eastern,Afram Plains (pre-2012),1999,2643.75653659724,,,76905.62062448866,,,,,,79549.3771610859
Afram Plains South,Eastern,Afram Plains (pre-2012),2000,2717.84544472648,1739.548386,0.640046839,78786.70691723502,0.557229791,0.563742701,0.567702199,0.081,,81504.5523619615
Afram Plains South,Eastern,Afram Plains (pre-2012),2001,2894.49262620838,2562.107779,0.885166456,82999.74599359972,,,,,,85894.2386198081
Afram Plains South,Eastern,Afram Plains (pre-2012),2002,3025.62979268117,2325.972071,0.768756335,87349.90855360574,,,,,,90375.5383462869
Afram Plains South,Eastern,Afram Plains (pre-2012),2003,3120.68562821918,2720.714146,0.871832177,91018.29291674252,,,,,,94138.9785449617
Afram Plains South,Eastern,Afram Plains (pre-2012),2004,3182.78430182343,3001.260829,0.942967083,93930.56026152296,,,,,,97113.3445633464
Afram Plains South,Eastern,Afram Plains (pre-2012),2005,3394.61579328176,3123.881577,0.920245992,101546.24541226224,,,,,,104940.861205544
Afram Plains South,Eastern,Afram Plains (pre-2012),2006,3549.31085031634,3172.583918,0.893859133,105685.26293594966,,,,,,109234.573786266
Afram Plains South,Eastern,Afram Plains (pre-2012),2007,3650.19792327004,3695.745596,1.012478138,110297.12978821497,,,,,,113947.327711485
Afram Plains South,Eastern,Afram Plains (pre-2012),2008,3735.12574096611,3635.055423,0.973208314,115000.84233832487,,,,,,118735.968079291
Afram Plains South,Eastern,Afram Plains (pre-2012),2009,3943.3115119682,3667.536882,0.930065218,122911.3563322978,,,,,,126854.667844266
Afram Plains South,Eastern,Afram Plains (pre-2012),2010,4042.46827362387,3596.516606,0.889683323,126668.63639524711,,,,,,130711.104668871
Afram Plains South,Eastern,Afram Plains (pre-2012),2011,4230.93632477708,3332.108821,0.787558253,132066.12053581892,,,,,,136297.056860596
Afram Plains South,Eastern,Afram Plains (pre-2012),2012,4380.38695279617,3513.48294,0.802094193,136519.67439182784,,,,,,140900.061344624
Afram Plains South,Eastern,Afram Plains (pre-2012),2013,4699.94483336077,3160.0,0.672348317,147060.05490143623,,,,,,151759.999734797
Afram Plains South,Eastern,Afram Plains (pre-2012),2014,4848.78792291078,3366.0,0.694194107,152982.1425917972,,,,,,157830.930514708
Afram Plains South,Eastern,Afram Plains (pre-2012),2015,2008.81794748707,3495.0,1.739829139,64683.839170833424,,,,,,66692.6571183205
Afram Plains South,Eastern,Afram Plains (pre-2012),2016,2029.53752028449,3432.0,1.691025648,66205.97157047532,0.668421345,0.672585829,0.675119146,0.532,,68235.5090907598
Afram Plains South,Eastern,Afram Plains (pre-2012),2017,2016.30036907466,3993.0,1.980359703,67791.25586679754,,,,,,69807.5562358722
Afram Plains South,Eastern,Afram Plains (pre-2012),2018,1977.29402481502,3922.0,1.983518865,69328.85543305878,,,,,,71306.1494578738
Afram Plains South,Eastern,Afram Plains (pre-2012),2019,1982.54778078352,3917.0,1.975740528,70788.69043504668,,,,,,72771.2382158302
Afram Plains South,Eastern,Afram Plains (pre-2012),2020,1988.91595831934,4021.0,2.021704328,72240.69576478426,,,,,0.703649515,74229.6117231036
Afram Plains South,Eastern,Afram Plains (pre-2012),2021,1997.77484329065,3528.0,1.765964774,73732.06214107084,,,,,,75729.8369843615
Afram Plains South,Eastern,Afram Plains (pre-2012),2022,2009.08121277996,3080.0,1.533039073,75192.39011914145,,,,,,77201.4713319214
Afram Plains South,Eastern,Afram Plains (pre-2012),2023,2016.37528681946,2604.0,1.291426262,76679.82627260074,,,,,,78696.2015594202
Afram Plains South,Eastern,Afram Plains (pre-2012),2024,2034.4714657893,3071.0,1.509482955,78167.14303189369,,,,,,80201.614497683
Afram Plains South,Eastern,Afram Plains (pre-2012),2025,2042.89980110974,2963.0,1.450389294,79657.50288330366,,,,,,81700.4026844134
Agona East,Central,Agona (pre-2008),1970,1522.92089251645,,,31832.47050187095,0.0,0.0,0.0,,,33355.3913943874
Agona East,Central,Agona (pre-2008),1971,1507.41929490139,,,32715.667963233915,,,,,,34223.0872581353
Agona East,Central,Agona (pre-2008),1972,1470.30088071616,,,33715.84612477884,,,,,,35186.147005495
Agona East,Central,Agona (pre-2008),1973,1526.16405601252,,,34644.49344686828,,,,,,36170.6575028808
Agona East,Central,Agona (pre-2008),1974,1568.94642195958,,,35653.97593211382,,,,,,37222.9223540734
Agona East,Central,Agona (pre-2008),1975,1598.43062515583,,,36721.80820971887,,,,,,38320.2388348747
Agona East,Central,Agona (pre-2008),1976,1630.29077044932,,,37815.91220268388,,,,,,39446.2029731332
Agona East,Central,Agona (pre-2008),1977,1652.03009183218,,,38952.75055793512,,,,,,40604.7806497673
Agona East,Central,Agona (pre-2008),1978,1753.153428558,,,40030.6214083357,,,,,,41783.7748368937
Agona East,Central,Agona (pre-2008),1979,1807.9359126931,,,41261.5814060457,,,,,,43069.5173187388
Agona East,Central,Agona (pre-2008),1980,1867.24957658376,,,42533.84725355544,,,,,0.26191485,44401.0968301392
Agona East,Central,Agona (pre-2008),1981,1806.05693582963,,,43975.854650875575,,,,,,45781.9115867052
Agona East,Central,Agona (pre-2008),1982,1855.93213462205,,,45221.68718176525,,,,,,47077.6193163873
Agona East,Central,Agona (pre-2008),1983,1969.16555727777,,,46458.719568248736,,,,,,48427.8851255265
Agona East,Central,Agona (pre-2008),1984,2046.34859530175,,,47847.10060676825,,,,,,49893.44920207
Agona East,Central,Agona (pre-2008),1985,2057.49923563692,,,49372.149492627184,,,,,,51429.6487282641
Agona East,Central,Agona (pre-2008),1986,2089.89639952481,,,50453.32892130589,,,,,,52543.2253208307
Agona East,Central,Agona (pre-2008),1987,2120.23597140297,,,51569.49830609062,,,,,,53689.7342774936
Agona East,Central,Agona (pre-2008),1988,2145.60226114881,,,52761.49804541539,,,,,,54907.1003065642
Agona East,Central,Agona (pre-2008),1989,2161.26706902698,,,54047.12041733492,,,,,,56208.3874863619
